Property_type,Property_city,Property_location,Bedrooms,Bathrooms,Parking_space,property_price_(per_month)
Apartment,Pretoria,Brooklyn,1,1,1,4500
Apartment,Pretoria,Lynnwood,3,1,1,11000
Apartment,Pretoria,Hatfield,6,1,1,6900
Apartment,Pretoria,Hazeldean,1,2,1,9800
Apartment,Pretoria,Brooklyn,2,1,1,4500
Apartment,Pretoria,Hazeldean,2,2,2,9800
Apartment,Pretoria,"Blyde Riverwalk Estate",2,2,2,18500
Apartment,Pretoria,"Pretoria Central",2,1,2,3800
Apartment,Pretoria,"Olympus AH",2,1,2,10175
Apartment,Pretoria,Montana,2,1,2,9250
Apartment,Pretoria,"Olympus AH",2,1,3,8800
Apartment,Pretoria,Mooikloof,2,2,2,17500
Apartment,Pretoria,Mooikloof,2,2,2,8900
Apartment,Pretoria,"Silver Lakes Golf Estate",2,1,2,19500
Apartment,Pretoria,Hatfield,2,2,1,9200
Apartment,Pretoria,"Blyde Riverwalk Estate",2,2,2,11000
Apartment,Pretoria,"Menlo Park",2,2,1,20000
Apartment,Pretoria,Mooikloof,2,2,3,8900
Apartment,Pretoria,Waverley,2,1,1,8400
Apartment,Pretoria,Hazeldean,3,2,4,9800
Apartment,Pretoria,Hatfield,2,1,1,4000
Apartment,Pretoria,Brooklyn,2,2,1,12000
Apartment,Pretoria,Montana,2,2,2,8600
Apartment,Pretoria,Hatfield,2,2,4,9800
Apartment,Pretoria,Sinoville,2,2,1,10600
Apartment,Pretoria,Menlyn,1,1,2,18000
Apartment,Pretoria,"Olympus AH",2,2,2,14500
Apartment,Pretoria,"Olympus AH",2,2,2,14500
Apartment,Pretoria,"Nieuw Muckleneuk",2,2,2,16500
Apartment,Pretoria,"Nieuw Muckleneuk",2,2,1,9500
Apartment,Pretoria,"Blyde Riverwalk Estate",2,2,2,11500
Apartment,Pretoria,"Blyde Riverwalk Estate",3,2,2,16500
Apartment,Pretoria,Sunnyside,1,1,1,3303
Apartment,Pretoria,Montana,1,2,1,8900
Apartment,Pretoria,"Blyde Riverwalk Estate",2,1,3,14000
Apartment,Pretoria,"Menlo Park",1,1,2,10250
Apartment,Pretoria,"Waterkloof Ridge",2,2,3,12000
Apartment,Pretoria,Menlyn,1,1,1,14500
Apartment,Pretoria,Waverley,2,1,1,6000
Apartment,Pretoria,Menlyn,1,1,1,55700
Apartment,Pretoria,"Olympus AH",1,1,2,9450
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,10500
Apartment,Pretoria,Hatfield,3,2,2,4550
Apartment,Pretoria,"Philip Nel Park",3,2,2,6800
Apartment,Pretoria,Annlin,1,1,2,8300
Apartment,Pretoria,Annlin,1,1,1,8300
Apartment,Pretoria,Montana,2,2,2,8900
Apartment,Pretoria,"Menlo Park",2,2,1,20000
Apartment,Pretoria,Hatfield,2,1,2,8400
Apartment,Pretoria,"Menlo Park",1,1,1,13000
Apartment,Pretoria,Menlyn,2,2,2,56000
Apartment,Pretoria,Arcadia,2,1,2,8500
Apartment,Pretoria,"Menlo Park",2,2,2,14500
Apartment,Pretoria,Brooklyn,2,2,1,19500
Apartment,Pretoria,Waterkloof,2,1,1,11000
Apartment,Pretoria,"Blyde Riverwalk Estate",2,2,2,14000
Apartment,Pretoria,Montana,1,1,4,5600
Apartment,Pretoria,"Blyde Riverwalk Estate",2,2,1,17000
Apartment,Pretoria,Montana,1,1,1,6050
Apartment,Pretoria,Hillcrest,2,1,1,7500
Apartment,Pretoria,Hatfield,1,1,1,9000
Apartment,Pretoria,Hatfield,4,1,1,8000
Apartment,Pretoria,"Blyde Riverwalk Estate",3,1,1,11000
Apartment,Pretoria,Montana,3,2,3,10400
Apartment,Pretoria,"Blyde Riverwalk Estate",5,2,2,16000
Apartment,Pretoria,"Menlo Park",3,3,1,14000
Apartment,Pretoria,"Nieuw Muckleneuk",2,2,2,10800
Apartment,Pretoria,Equestria,4,1,1,12000
Apartment,Pretoria,Equestria,1,1,1,12000
Apartment,Pretoria,"Willow Park Manor",3,1,1,12000
Apartment,Pretoria,Annlin,3,2,2,11206
Apartment,Pretoria,Annlin,2,1,1,6700
Apartment,Pretoria,Hatfield,1,1,1,7300
Apartment,Pretoria,Montana,2,2,1,7680
Apartment,Pretoria,Sunnyside,2,1,1,6000
Apartment,Pretoria,Hatfield,1,1,2,4950
Apartment,Pretoria,"Pretoria Central",1,1,2,5500
Apartment,Pretoria,"Olympus AH",2,2,2,9900
Apartment,Pretoria,Hatfield,3,2,3,10000
Apartment,Pretoria,Hatfield,2,1,2,10000
Apartment,Pretoria,Arcadia,3,1,2,2600
Apartment,Pretoria,Montana,2,1,1,7400
Apartment,Pretoria,Annlin,1,1,1,6150
Apartment,Pretoria,Annlin,1,1,1,6150
Apartment,Pretoria,Hillcrest,1,1,1,5900
Apartment,Pretoria,"Pretoria Central",1,1,1,5650
Apartment,Pretoria,"Pretoria Central",1,1,2,5250
Apartment,Pretoria,"Pretoria Central",1,1,2,5150
Apartment,Pretoria,Mooikloof,1,1,1,8500
Apartment,Pretoria,Montana,2,2,1,8000
Apartment,Pretoria,Sinoville,3,1,1,6900
Apartment,Pretoria,Montana,2,1,1,9600
Apartment,Pretoria,Menlyn,1,1,1,13500
Apartment,Pretoria,Sinoville,3,2,2,7250
Apartment,Pretoria,"Nieuw Muckleneuk",2,2,2,13500
Apartment,Pretoria,Montana,2,2,2,9400
Apartment,Pretoria,Hatfield,1,4,1,7000
Apartment,Pretoria,Annlin,3,1,2,11206
Apartment,Pretoria,"Pretoria Central",1,1,2,5400
Apartment,Pretoria,"Pretoria Central",1,4,2,5400
Apartment,Pretoria,Montana,2,1,1,7100
Apartment,Pretoria,"Blyde Riverwalk Estate",2,2,2,15500
Apartment,Pretoria,"Menlo Park",2,3,2,14000
Apartment,Pretoria,Sinoville,2,2,2,10600
Apartment,Pretoria,Waverley,3,3,1,9500
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,15000
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,10000
Apartment,Pretoria,"Menlo Park",1,1,1,5000
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,2,10000
Apartment,Pretoria,Annlin,2,2,2,11206
Apartment,Pretoria,Montana,1,1,2,6050
Apartment,Pretoria,Sinoville,2,1,2,7600
Apartment,Pretoria,Hatfield,1,1,1,6500
Apartment,Pretoria,Hatfield,2,2,2,10500
Apartment,Pretoria,Sinoville,2,2,1,10600
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,2,7900
Apartment,Pretoria,Hatfield,1,1,1,6050
Apartment,Pretoria,Arcadia,2,1,2,6910
Apartment,Pretoria,Mooikloof,2,1,4,7350
Apartment,Pretoria,"Nieuw Muckleneuk",3,2,1,10000
Apartment,Pretoria,"Menlo Park",1,1,2,14000
Apartment,Pretoria,"Blyde Riverwalk Estate",3,2,2,20000
Apartment,Pretoria,Brooklyn,2,2,1,15000
Apartment,Pretoria,Brooklyn,2,2,1,14000
Apartment,Pretoria,Sinoville,3,1,2,7250
Apartment,Pretoria,Brooklyn,2,2,2,16500
Apartment,Pretoria,"Willow Park Manor",1,1,1,6500
Apartment,Pretoria,Montana,2,1,1,10100
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,7300
Apartment,Pretoria,Hatfield,2,1,1,8600
Apartment,Pretoria,"Nieuw Muckleneuk",4,2,1,25000
Apartment,Pretoria,Equestria,3,1,2,8900
Apartment,Pretoria,"Menlo Park",2,2,2,18500
Apartment,Pretoria,Hatfield,3,2,2,3500
Apartment,Pretoria,Hatfield,3,4,1,10200
Apartment,Pretoria,"Menlo Park",1,1,1,10250
Apartment,Pretoria,"Pretoria Central",1,1,2,8000
Apartment,Pretoria,Sinoville,2,2,2,10200
Apartment,Pretoria,Arcadia,2,1,1,4000
Apartment,Pretoria,"Menlo Park",2,3,1,23000
Apartment,Pretoria,"Blyde Riverwalk Estate",3,2,2,13000
Apartment,Pretoria,"Olympus AH",1,1,1,8000
Apartment,Pretoria,Hatfield,2,1,2,7980
Apartment,Pretoria,"Menlo Park",4,3,2,23000
Apartment,Pretoria,"Blyde Riverwalk Estate",3,2,2,18000
Apartment,Pretoria,Montana,2,1,1,8400
Apartment,Pretoria,Brooklyn,2,2,1,12000
Apartment,Pretoria,Brooklyn,2,2,1,12000
Apartment,Pretoria,Brooklyn,2,2,1,12000
Apartment,Pretoria,"Waterkloof Ridge",1,1,1,9250
Apartment,Pretoria,Hatfield,2,1,3,3800
Apartment,Pretoria,"Pretoria North",2,1,2,5900
Apartment,Pretoria,Sunnyside,2,1,1,5800
Apartment,Pretoria,"Blyde Riverwalk Estate",3,2,2,20000
Apartment,Pretoria,Sinoville,2,2,1,7600
Apartment,Pretoria,Brooklyn,2,2,1,16500
Apartment,Pretoria,Hillcrest,1,1,1,7900
Apartment,Pretoria,"Pretoria North",2,1,2,7350
Apartment,Pretoria,Mooikloof,2,2,1,12000
Apartment,Pretoria,Sunnyside,1,1,1,3203
Apartment,Pretoria,"Blyde Riverwalk Estate",2,1,1,11000
Apartment,Pretoria,Arcadia,2,1,1,6300
Apartment,Pretoria,Sunnyside,3,1,2,6700
Apartment,Pretoria,Waverley,2,1,1,8200
Apartment,Pretoria,"Pretoria Central",1,1,1,3010
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,10000
Apartment,Pretoria,Waverley,2,1,1,9500
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,2,8900
Apartment,Pretoria,"Menlo Park",2,3,1,14500
Apartment,Pretoria,"Silver Lakes Golf Estate",2,2,1,28000
Apartment,Pretoria,Hatfield,1,1,1,7350
Apartment,Pretoria,Brooklyn,2,2,2,13000
Apartment,Pretoria,"Willow Park Manor",1,1,1,8200
Apartment,Pretoria,Sinoville,3,1,2,7250
Apartment,Pretoria,Menlyn,2,2,1,9500
Apartment,Pretoria,"Pretoria Central",2,2,2,5500
Apartment,Pretoria,Waverley,2,1,2,9750
Apartment,Pretoria,Menlyn,2,1,1,9800
Apartment,Pretoria,Hatfield,1,1,1,7700
Apartment,Pretoria,"Blyde Riverwalk Estate",2,2,2,13500
Apartment,Pretoria,Menlyn,2,1,1,9800
Apartment,Pretoria,Sinoville,2,2,1,10200
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,11000
Apartment,Pretoria,Hazeldean,2,1,1,8500
Apartment,Pretoria,Hazeldean,3,2,2,9500
Apartment,Pretoria,"Pretoria Central",3,2,2,1280
Apartment,Pretoria,Brooklyn,2,2,2,13000
Apartment,Pretoria,Sinoville,2,2,2,10400
Apartment,Pretoria,Arcadia,2,1,2,7500
Apartment,Pretoria,Hillcrest,1,1,1,6300
Apartment,Pretoria,"Blyde Riverwalk Estate",3,2,2,17000
Apartment,Pretoria,"Silver Lakes Golf Estate",1,1,1,7000
Apartment,Pretoria,Menlyn,1,1,1,22000
Apartment,Pretoria,Arcadia,2,1,1,7500
Apartment,Pretoria,"Olympus AH",1,1,1,9410
Apartment,Pretoria,"Pretoria North",1,1,1,4200
Apartment,Pretoria,"Nieuw Muckleneuk",1,1,2,6500
Apartment,Pretoria,Brooklyn,1,1,1,10489
Apartment,Pretoria,"Blyde Riverwalk Estate",2,2,2,12500
Apartment,Pretoria,Sunnyside,2,1,1,6300
Apartment,Pretoria,"Waterkloof Ridge",2,2,1,11800
Apartment,Pretoria,Lynnwood,2,1,1,8750
Apartment,Pretoria,"Pretoria North",2,1,1,5900
Apartment,Pretoria,Montana,1,1,1,5400
Apartment,Pretoria,Montana,2,1,2,8400
Apartment,Pretoria,Montana,1,1,1,5400
Apartment,Pretoria,"Waterkloof Ridge",2,1,2,17000
Apartment,Pretoria,"Faerie Glen",2,2,1,9350
Apartment,Pretoria,Hatfield,2,1,2,9500
Apartment,Pretoria,Lynnwood,2,1,1,12000
Apartment,Pretoria,Hatfield,2,2,1,10400
Apartment,Pretoria,Arcadia,2,1,1,2903
Apartment,Pretoria,"Menlo Park",3,2,1,14400
Apartment,Pretoria,Hazeldean,3,2,2,10500
Apartment,Pretoria,Hazeldean,2,1,2,9250
Apartment,Pretoria,"Menlo Park",3,2,2,14000
Apartment,Pretoria,Mooikloof,2,2,2,9800
Apartment,Pretoria,Hatfield,1,1,1,6300
Apartment,Pretoria,Montana,2,1,1,7900
Apartment,Pretoria,Waterkloof,2,2,2,15000
Apartment,Pretoria,Hatfield,1,1,2,6300
Apartment,Pretoria,"Philip Nel Park",2,1,1,6650
Apartment,Pretoria,"Blyde Riverwalk Estate",2,2,2,16000
Apartment,Pretoria,Hazeldean,2,2,1,8800
Apartment,Pretoria,"Pretoria North",1,1,1,3450
Apartment,Pretoria,"Pretoria North",1,1,1,3950
Apartment,Pretoria,Montana,2,2,2,8600
Apartment,Pretoria,Montana,2,2,2,8600
Apartment,Pretoria,Hatfield,2,2,1,10200
Apartment,Pretoria,Lynnwood,2,2,2,20000
Apartment,Pretoria,"Olympus AH",2,1,1,7800
Apartment,Pretoria,"Waterkloof Ridge",2,2,2,11700
Apartment,Pretoria,"Olympus AH",2,1,1,9420
Apartment,Pretoria,Hatfield,2,2,2,10500
Apartment,Pretoria,"Menlo Park",2,3,2,14000
Apartment,Pretoria,Brooklyn,2,2,1,14000
Apartment,Pretoria,"Philip Nel Park",2,1,1,5780
Apartment,Pretoria,Hatfield,2,1,1,8000
Apartment,Pretoria,Hatfield,1,1,1,8850
Apartment,Pretoria,Sinoville,3,2,1,7250
Apartment,Pretoria,Hatfield,2,1,1,9000
Apartment,Pretoria,Annlin,1,1,1,6150
Apartment,Pretoria,"Olympus AH",1,1,1,9370
Apartment,Pretoria,"Waterkloof Ridge",1,1,1,13000
Apartment,Pretoria,Hatfield,2,1,2,7500
Apartment,Pretoria,"Pretoria Central",1,1,2,5950
Apartment,Pretoria,"Olympus AH",1,1,2,9900
Apartment,Pretoria,Annlin,3,3,1,6150
Apartment,Pretoria,"Philip Nel Park",1,1,1,3700
Apartment,Pretoria,Montana,1,1,1,5000
Apartment,Pretoria,Sunnyside,3,2,3,2800
Apartment,Pretoria,Brooklyn,2,2,2,12000
Apartment,Pretoria,Waverley,2,2,1,11000
Apartment,Pretoria,Sunnyside,1,1,1,3003
Apartment,Pretoria,"Pretoria North",1,1,2,5100
Apartment,Pretoria,"Pretoria North",1,1,2,5900
Apartment,Pretoria,Hillcrest,4,1,1,6200
Apartment,Pretoria,Annlin,1,1,2,7400
Apartment,Pretoria,Mooikloof,2,1,1,7500
Apartment,Pretoria,Equestria,3,1,2,10500
Apartment,Pretoria,Brooklyn,3,3,2,17000
Apartment,Pretoria,Lynnwood,1,1,2,10000
Apartment,Pretoria,Montana,2,1,1,9500
Apartment,Pretoria,Montana,2,1,2,7900
Apartment,Pretoria,Montana,2,2,1,8900
Apartment,Pretoria,Brooklyn,2,2,2,12000
Apartment,Pretoria,"Olympus AH",2,1,1,8525
Apartment,Pretoria,Hillcrest,3,2,2,13500
Apartment,Pretoria,Waverley,3,1,1,13800
Apartment,Pretoria,Montana,2,2,1,10500
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,8500
Apartment,Pretoria,Equestria,1,1,1,8900
Apartment,Pretoria,"Pretoria North",2,1,1,6100
Apartment,Pretoria,"Waterkloof Ridge",2,2,2,10000
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,8050
Apartment,Pretoria,Sunnyside,2,1,2,5950
Apartment,Pretoria,"Menlo Park",1,1,1,13990
Apartment,Pretoria,"Blyde Riverwalk Estate",3,2,2,15000
Apartment,Pretoria,Hatfield,2,1,1,10500
Apartment,Pretoria,"Nieuw Muckleneuk",2,2,1,10500
Apartment,Pretoria,Hatfield,2,1,2,10500
Apartment,Pretoria,Hillcrest,1,1,1,9500
Apartment,Pretoria,Waterkloof,1,1,1,11000
Apartment,Pretoria,Montana,2,1,2,7200
Apartment,Pretoria,Hatfield,2,2,1,9000
Apartment,Pretoria,Montana,2,2,1,10500
Apartment,Pretoria,Montana,1,1,1,5400
Apartment,Pretoria,Hatfield,1,2,1,5900
Apartment,Pretoria,Montana,1,1,1,5400
Apartment,Pretoria,Montana,1,1,1,7200
Apartment,Pretoria,"Pretoria North",1,1,1,3800
Apartment,Pretoria,"Faerie Glen",1,1,4,12500
Apartment,Pretoria,Hatfield,1,1,4,9300
Apartment,Pretoria,"Menlo Park",2,3,4,23000
Apartment,Pretoria,Montana,1,1,2,5600
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,2,8500
Apartment,Pretoria,Waverley,1,1,2,4000
Apartment,Pretoria,Hatfield,1,1,1,3800
Apartment,Pretoria,"Pretoria Central",2,2,1,3203
Apartment,Pretoria,"Blyde Riverwalk Estate",3,2,2,9500
Apartment,Pretoria,Hatfield,3,3,2,10990
Apartment,Pretoria,"Menlo Park",2,2,2,23000
Apartment,Pretoria,Annlin,2,1,1,11206
Apartment,Pretoria,Hatfield,4,1,2,7950
Apartment,Pretoria,Arcadia,1,1,2,10000
Apartment,Pretoria,"Pretoria Central",1,1,2,4500
Apartment,Pretoria,"Pretoria Central",1,1,2,5150
Apartment,Pretoria,Mooikloof,2,2,1,9500
Apartment,Pretoria,"Faerie Glen",2,1,1,8950
Apartment,Pretoria,Montana,1,1,1,5400
Apartment,Pretoria,"Willow Park Manor",2,2,2,14500
Apartment,Pretoria,Sunnyside,3,1,1,2500
Apartment,Pretoria,"Faerie Glen",2,1,2,8950
Apartment,Pretoria,Equestria,2,2,2,12165
Apartment,Pretoria,Sunnyside,1,1,2,4400
Apartment,Pretoria,"Pretoria Central",1,1,2,4800
Apartment,Pretoria,Sunnyside,1,1,3,5500
Apartment,Pretoria,Montana,1,1,1,5500
Apartment,Pretoria,"Blyde Riverwalk Estate",3,2,2,15000
Apartment,Pretoria,"Pretoria Central",1,1,2,5600
Apartment,Pretoria,"Pretoria Central",3,1,1,10500
Apartment,Pretoria,Hatfield,1,1,1,6600
Apartment,Pretoria,"Blyde Riverwalk Estate",3,2,2,26000
Apartment,Pretoria,Sunnyside,1,1,1,4883
Apartment,Pretoria,Sunnyside,2,1,1,6500
Apartment,Pretoria,Brooklyn,1,1,1,12075
